,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Geo point,Postal code,Public name,Rental status,Slots,Status,Subscription status,year,month,day,hour,minute,new_datetime
3137,122 Rue MÃ©nilmontant,0,0,0,0,2,operational,Paris,paris-menilmontant-122,STATION,"48.8699519, 2.3952568",75020,Paris/MÃ©nilmontant/122,operational,2,ok,nonexistent,2018,4,1,19,38,2018-04-01 19:38:00
3138,330 rue des PyrÃ©nÃ©es,5,5,0,0,0,operational,Paris,paris-pyrenees-330,SPACE,"48.8732135, 2.3903853",75020,Paris/PyrÃ©nÃ©es/330,operational,0,ok,operational,2018,4,5,19,34,2018-04-05 19:34:00
3139,10 Rue Sadi Carnot,1,1,0,1,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,"48.9100165, 2.2897023",92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,operational,3,ok,nonexistent,2018,4,6,14,27,2018-04-06 14:27:00
3140,36 Rue Ãtienne Marcel,1,1,0,0,1,operational,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,2,ok,nonexistent,2018,4,9,10,53,2018-04-09 10:53:00
3141,105 Rue de Rennes,0,0,0,0,0,nonexistent,Paris,paris-rennes-105,STATION,"48.8489613, 2.3287351",75006,Paris/Rennes/105,operational,3,ok,nonexistent,2018,4,9,13,34,2018-04-09 13:34:00
3142,1 rue du Docteur Schweitzer,3,3,0,1,0,nonexistent,Bagneux,bagneux-schweitzer-1,STATION,"48.79006, 2.313115",92220,Bagneux/Schweitzer/1,operational,2,ok,nonexistent,2018,4,3,2,56,2018-04-03 02:56:00
3143,140 Avenue de la RÃ©publique,1,1,0,1,0,nonexistent,ChÃ¢tillon,chatillon-republique-140,STATION,"48.8064005, 2.2982685",92320,ChÃ¢tillon/RÃ©publique/140,operational,2,ok,nonexistent,2018,4,9,7,8,2018-04-09 07:08:00
3144,91 rue du Faubourg Saint-Denis,0,0,0,0,0,nonexistent,Paris,paris-saintdenis-91,STATION,"48.8740698, 2.3551424",75010,Paris/Saint-Denis/91,operational,4,ok,nonexistent,2018,4,8,8,24,2018-04-08 08:24:00
3145,43 Rue de Monceau,1,1,0,1,0,operational,Paris,paris-monceau-43,STATION,"48.8778333, 2.310832",75008,Paris/Monceau/43,operational,0,ok,nonexistent,2018,4,4,17,41,2018-04-04 17:41:00
3146,13 Rue LÃ©on Blum,6,6,0,0,0,nonexistent,Bagneux,bagneux-leonblum-13,STATION,"48.7941792, 2.3017033",92220,Bagneux/LÃ©on Blum/13,operational,0,ok,nonexistent,2018,4,9,5,1,2018-04-09 05:01:00
3147,18 avenue du MarÃ©chal Juin,5,5,1,0,0,nonexistent,Meudon-la-ForÃªt,meudon-marechaljuin-18,STATION,"48.788083, 2.216266",92360,Meudon/MarÃ©chal Juin/18,operational,0,ok,nonexistent,2018,4,9,10,14,2018-04-09 10:14:00
3148,72 Avenue Paul Doumer,4,4,0,0,0,operational,Paris,paris-pauldoumer-72,STATION,"48.859756, 2.2786938",75016,Paris/Paul Doumer/72,operational,1,ok,nonexistent,2018,4,7,6,1,2018-04-07 06:01:00
3149,7 rue Vaudetard,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-vaudetard-7,STATION,"48.8271, 2.27659",92130,Issy-les-Moulineaux/Vaudetard/7,operational,0,ok,nonexistent,2018,4,3,13,4,2018-04-03 13:04:00
3150,22 Rue Auguste Blanqui,2,2,0,0,0,nonexistent,Drancy,drancy-augusteblanqui-22,STATION,"48.9207972, 2.4559699",93700,Drancy/Auguste Blanqui/22,operational,4,ok,nonexistent,2018,4,3,6,33,2018-04-03 06:33:00
3151,1 place Charles de Gaulle,2,2,0,0,0,nonexistent,Ville-d'Avray,villedavray-charlesdegaulle-1,SPACE,"48.826, 2.18935",92410,Ville-d'Avray/Charles de Gaulle/1,operational,1,ok,operational,2018,4,7,20,29,2018-04-07 20:29:00
3152,15 Rue Marcel Ethis,3,3,0,0,0,nonexistent,Romainville,romainville-marcelethis-15,STATION,"48.87798, 2.44464",93230,Romainville/Marcel Ethis/15,operational,0,ok,nonexistent,2018,4,8,15,15,2018-04-08 15:15:00
3153,137 rue de la Pompe,1,1,0,0,0,operational,Paris,paris-pompe-137,STATION,"48.867315, 2.280347",75016,Paris/Pompe/137,operational,1,ok,nonexistent,2018,4,1,4,13,2018-04-01 04:13:00
3154,3 avenue d'Ivry,0,0,0,0,0,operational,Paris,paris-ivry-3,STATION,"48.82175, 2.36868",75013,Paris/Ivry/3,operational,3,ok,nonexistent,2018,4,8,18,34,2018-04-08 18:34:00
3155,122 boulevard Jean JaureÌs,5,5,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,"48.9057159, 2.301558",92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,0,ok,nonexistent,2018,4,9,6,37,2018-04-09 06:37:00
3156,62 Rue Ramey,4,4,0,0,0,operational,Paris,paris-ramey-62,STATION,"48.8916426, 2.3449781",75018,Paris/Ramey/62,operational,0,ok,nonexistent,2018,4,9,21,11,2018-04-09 21:11:00
3157,46 quai de la RapÃ©e,2,2,0,0,1,operational,Paris,paris-rapee-46,STATION,"48.8419525, 2.3728276",75012,Paris/RapÃ©e/46,operational,4,ok,nonexistent,2018,4,1,9,37,2018-04-01 09:37:00
3158,28 Rue Bara,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-bara-28,STATION,"48.8326967, 2.2682505",92130,Issy-les-Moulineaux/Bara/28,operational,5,ok,nonexistent,2018,4,6,0,54,2018-04-06 00:54:00
3159,204 rue dâEstienne dâOrves,3,3,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-destiennedorves-204,STATION,"48.7409291, 2.2523628",91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,operational,4,ok,nonexistent,2018,4,6,7,38,2018-04-06 07:38:00
3160,4 rue Claude-Nicolas Ledoux,6,6,0,0,0,nonexistent,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,"48.766, 2.470911",94000,CrÃ©teil/Claude-Nicolas Ledoux/4,operational,0,ok,nonexistent,2018,4,8,20,42,2018-04-08 20:42:00
3161,1 rue d'UzÃ¨s,0,0,0,0,1,operational,Paris,paris-uzes-1,STATION,"48.8704209, 2.3454538",75002,Paris/UzÃ¨s/1,operational,3,ok,nonexistent,2018,4,8,20,55,2018-04-08 20:55:00
3162,29 avenue des Champs Pierreux,4,4,0,0,0,nonexistent,Nanterre,nanterre-champspierreux-29,SPACE,"48.8886703, 2.213053",92000,Nanterre/Champs Pierreux/29,operational,0,ok,operational,2018,4,9,7,16,2018-04-09 07:16:00
3163,35 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Bourg-la-Reine,bourglareine-leclerc-35,STATION,"48.7847049, 2.3176864",92340,Bourg-la-Reine/Leclerc/35,broken,0,closed,nonexistent,2018,4,1,14,50,2018-04-01 14:50:00
3164,105 Rue de Rennes,0,0,0,0,0,nonexistent,Paris,paris-rennes-105,STATION,"48.8489613, 2.3287351",75006,Paris/Rennes/105,operational,4,ok,nonexistent,2018,4,3,2,32,2018-04-03 02:32:00
3165,4 rue de Colombes,3,3,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-colombes-4,STATION,"48.9120069, 2.2863503",92600,AsniÃ¨res-sur-Seine/Colombes/4,operational,0,ok,nonexistent,2018,4,4,18,15,2018-04-04 18:15:00
3166,40 Rue du docteur Variot,4,4,0,0,0,nonexistent,Rosny-sous-Bois,rosnysousbois-variot-40,STATION,"48.8798646, 2.4931178",93110,Rosny-sous-Bois/Variot/40,operational,2,ok,nonexistent,2018,4,4,3,40,2018-04-04 03:40:00
3167,1 Place Georges Pompidou,4,4,0,0,0,nonexistent,Levallois-Perret,levalloisperret-pompidou-parking,PARKING,"48.89851, 2.28102",92300,Levallois-Perret/Pompidou/Parking,operational,0,ok,nonexistent,2018,4,3,4,23,2018-04-03 04:23:00
3168,118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,0,nonexistent,Clamart,clamart-generaldegaulle-118,STATION,"48.7905884, 2.2639525",92140,Clamart/De Gaulle/118,operational,0,ok,nonexistent,2018,4,6,10,28,2018-04-06 10:28:00
3169,12 rue Denfert Rochereau,2,2,0,0,0,nonexistent,CrÃ©teil,creteil-denfertrochereau-12,STATION,"48.7912032, 2.4504989",94000,CrÃ©teil/Denfert Rochereau/12,operational,1,ok,nonexistent,2018,4,9,0,29,2018-04-09 00:29:00
3170,41 avenue Bosquet,0,0,0,0,1,operational,Paris,paris-bosquet-41,STATION,"48.8580816, 2.3040495",75007,Paris/Bosquet/41,operational,5,ok,nonexistent,2018,4,9,2,12,2018-04-09 02:12:00
3171,9 rue RenÃ© Sahors,3,3,0,0,0,nonexistent,Vanves,vanves-renesahors-9,STATION,"48.82097, 2.29165",92170,Vanves/RenÃ© Sahors/9,operational,3,ok,nonexistent,2018,4,8,10,16,2018-04-08 10:16:00
3172,44 Rue de Champ Chardon,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-champchardon-44,STATION,"48.821914, 2.252089",92130,Issy-les-Moulineaux/Champ Chardon/44,operational,0,ok,nonexistent,2018,4,8,22,11,2018-04-08 22:11:00
3173,2 rue des Couronnes,3,3,0,0,0,nonexistent,Paris,paris-couronnes-2,STATION,"48.8691502, 2.3808934",75020,Paris/Couronnes/2,operational,0,ok,nonexistent,2018,4,5,17,32,2018-04-05 17:32:00
3174,12 rue Milton,0,0,0,0,2,operational,Paris,paris-milton-12,STATION,"48.8777212, 2.3409177",75009,Paris/Milton/12,operational,5,ok,nonexistent,2018,4,8,2,58,2018-04-08 02:58:00
3175,60 Avenue Victor Hugo,1,1,0,0,0,operational,Paris,paris-victorhugo-60,SPACE,"48.870343, 2.286851",75016,Paris/Victor Hugo/60,operational,3,ok,broken,2018,4,3,3,9,2018-04-03 03:09:00
3176,122 boulevard Jean JaureÌs,4,4,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,"48.9057159, 2.301558",92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,2,ok,nonexistent,2018,4,5,13,31,2018-04-05 13:31:00
3177,172 boulevard Diderot,0,0,0,0,1,operational,Paris,paris-diderot-172,SPACE,"48.8480068, 2.3940643",75012,Paris/Diderot/172,operational,5,ok,broken,2018,4,8,13,59,2018-04-08 13:59:00
3178,21 rue de l'Ecole de Medecine,0,0,0,0,0,nonexistent,Paris,paris-ecoledemedecine-21,PARKING,"48.8505961, 2.3406066",75006,Paris/Ecole de Medecine/21,future,0,scheduled,nonexistent,2018,4,4,20,9,2018-04-04 20:09:00
3179,147 rue de Paris,1,1,0,0,0,nonexistent,Charenton-le-Pont,charentonlepont-paris-147,STATION,"48.82687, 2.405368",94220,Charenton-le-Pont/Paris/147,operational,2,ok,nonexistent,2018,4,6,15,33,2018-04-06 15:33:00
3180,3 rue de BÃ©rite,0,0,0,0,0,nonexistent,Paris,paris-berite-3,STATION,"48.847875, 2.3239783",75006,Paris/BÃ©rite/3,operational,3,ok,nonexistent,2018,4,8,23,45,2018-04-08 23:45:00
3181,69 Rue de Courcelles,1,1,0,0,0,operational,Paris,paris-courcelles-69,STATION,"48.878351, 2.3044935",75008,Paris/Courcelles/69,operational,0,ok,nonexistent,2018,4,9,16,37,2018-04-09 16:37:00
3182,82 rue de CrimÃ©e,4,4,0,1,0,operational,Paris,paris-crimee-82,STATION,"48.882362, 2.386574",75019,Paris/CrimÃ©e/82,operational,1,ok,nonexistent,2018,4,2,6,34,2018-04-02 06:34:00
3183,117 rue de Lagny,3,3,0,0,0,operational,Paris,paris-lagny-117,STATION,"48.8491535, 2.4133021",75020,Paris/Lagny/117,operational,0,ok,nonexistent,2018,4,5,18,6,2018-04-05 18:06:00
3184,3 rue Jean Veber,3,3,0,0,0,operational,Paris,paris-jeanveber-3,STATION,"48.8624944, 2.4096676",75020,Paris/Jean Veber/3,operational,1,ok,nonexistent,2018,4,4,15,43,2018-04-04 15:43:00
3185,11 rue FranÃ§ois de Neufchateau,5,5,0,0,0,operational,Paris,paris-francoisdeneufchateau-11,STATION,"48.8561529, 2.3825248",75011,Paris/FranÃ§ois de Neufchateau/11,operational,1,ok,nonexistent,2018,4,3,2,35,2018-04-03 02:35:00
3186,4 Rue Charles Bossut,0,0,0,0,1,operational,Paris,paris-charlesbossut-4,STATION,"48.8431847, 2.3837959",75012,Paris/Charles Bossut/4,operational,4,ok,nonexistent,2018,4,7,3,14,2018-04-07 03:14:00
3187,2 Rue du Buisson Saint Louis,5,5,0,0,0,operational,Paris,paris-buissonsaintlouis-2,STATION,"48.87179, 2.372482",75010,Paris/Buisson Saint Louis/2,operational,0,ok,nonexistent,2018,4,3,6,5,2018-04-03 06:05:00
3188,6 Rue Adolphe Yvon,4,4,0,0,1,operational,Paris,paris-adolpheyvon-6,STATION,"48.8644046, 2.2710381",75016,Paris/Adolphe Yvon/6,operational,2,ok,nonexistent,2018,4,4,21,47,2018-04-04 21:47:00
3189,7 boulevard d'AlgÃ©rie,1,1,0,0,0,nonexistent,Paris,paris-algerie-7,STATION,"48.8799263, 2.4004487",75019,Paris/AlgÃ©rie/7,operational,3,ok,nonexistent,2018,4,1,20,13,2018-04-01 20:13:00
3190,44 Avenue George V,2,2,0,0,0,operational,Paris,paris-georgev-44,STATION,"48.87057, 2.301121",75008,Paris/George V/44,operational,1,ok,nonexistent,2018,4,5,21,50,2018-04-05 21:50:00
3191,19 Rue Polonceau,1,1,1,0,0,nonexistent,Paris,paris-polonceau-19,STATION,"48.8856198, 2.3531328",75018,Paris/Polonceau/19,operational,2,ok,nonexistent,2018,4,4,11,50,2018-04-04 11:50:00
3192,33 rue de Lourmel,5,5,0,1,0,nonexistent,Paris,paris-lourmel-33,STATION,"48.8482831, 2.2905269",75015,Paris/Lourmel/33,operational,0,ok,nonexistent,2018,4,3,17,6,2018-04-03 17:06:00
3193,14 rue Jouffroy d'Abbans,0,0,1,0,1,operational,Paris,paris-jouffroydabbans-14,STATION,"48.88676, 2.311893",75017,Paris/Jouffroy d'Abbans/14,operational,3,ok,nonexistent,2018,4,4,21,11,2018-04-04 21:11:00
3194,2 Rue du Buisson Saint Louis,3,3,0,0,0,operational,Paris,paris-buissonsaintlouis-2,STATION,"48.87179, 2.372482",75010,Paris/Buisson Saint Louis/2,operational,0,ok,nonexistent,2018,4,7,23,32,2018-04-07 23:32:00
3195,5 Rue des Archives,3,3,0,0,0,nonexistent,CrÃ©teil,creteil-archives-5,STATION,"48.78363, 2.456881",94000,CrÃ©teil/Archives/5,operational,3,ok,nonexistent,2018,4,3,12,50,2018-04-03 12:50:00
3196,59 Boulevard Voltaire,0,0,0,0,0,broken,Paris,paris-voltaire-59,STATION,"48.8619069, 2.3735705",75011,Paris/Voltaire/59,broken,0,closed,nonexistent,2018,4,7,7,0,2018-04-07 07:00:00
3197,55 avenue de SÃ©gur,0,0,0,0,2,operational,Paris,paris-segur-55,STATION,"48.8492973, 2.3077697",75007,Paris/SÃ©gur/55,operational,5,ok,nonexistent,2018,4,6,0,51,2018-04-06 00:51:00
3198,49 avenue de l'Arche,2,2,0,0,0,nonexistent,Courbevoie,courbevoie-arche-49,STATION,"48.897827, 2.23817",92400,Courbevoie/Arche/49,operational,0,ok,nonexistent,2018,4,3,22,57,2018-04-03 22:57:00
3199,1 rue Jean Monnet,4,4,0,1,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,SPACE,"48.8383861, 2.4934423",94130,Nogent-sur-Marne/Jean Monnet/1,operational,1,ok,broken,2018,4,3,4,50,2018-04-03 04:50:00
3200,135 avenue de Verdun,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,"48.81855, 2.25291",92130,Issy-les-Moulineaux/Verdun/135,operational,0,ok,nonexistent,2018,4,6,4,34,2018-04-06 04:34:00
3201,21 bis rue Notre-Dame des Victoires,0,0,0,0,0,nonexistent,Paris,paris-notredamedesvictoires-21,STATION,"48.8696994, 2.3423247",75002,Paris/Notre-Dame des Victoires/21,operational,4,ok,nonexistent,2018,4,9,23,58,2018-04-09 23:58:00
3202,2 Rue Marcel Monge,2,2,0,0,0,operational,Suresnes,suresnes-marcelmonge-2,STATION,"48.86121, 2.224382",92150,Suresnes/Marcel Monge/2,operational,2,ok,nonexistent,2018,4,7,23,48,2018-04-07 23:48:00
3203,28 rue d'Aumale,0,0,0,0,0,nonexistent,Paris,paris-aumale-28,STATION,"48.878643, 2.3347774",75009,Paris/Aumale/28,operational,4,ok,nonexistent,2018,4,7,14,57,2018-04-07 14:57:00
3204,23 rue des Bernardins,1,1,0,0,2,operational,Paris,paris-bernardins-23,STATION,"48.84934, 2.350152",75005,Paris/Bernardins/23,operational,4,ok,nonexistent,2018,4,2,9,3,2018-04-02 09:03:00
3205,56 Rue des Plantes,4,4,0,0,0,operational,Paris,paris-plantes-56,STATION,"48.8283698, 2.3216963",75014,Paris/Plantes/56,operational,0,ok,nonexistent,2018,4,1,12,9,2018-04-01 12:09:00
3206,31 rue Beaurepaire,0,0,0,0,1,operational,Paris,paris-beaurepaire-31,STATION,"48.87119, 2.364206",75010,Paris/Beaurepaire/31,operational,5,ok,nonexistent,2018,4,2,8,39,2018-04-02 08:39:00
3207,100 boulevard de la LIbertÃ©,0,0,0,0,0,nonexistent,ChÃ¢tillon,chatillon-liberte-100,STATION,"48.798768, 2.294377",92320,ChÃ¢tillon/LibertÃ©/100,broken,0,closed,nonexistent,2018,4,3,20,26,2018-04-03 20:26:00
3208,1 Rue Jules Romains,4,4,0,1,0,operational,Paris,paris-julesromains-1,SPACE,"48.8727407, 2.3782985",75019,Paris/Jules Romains/1,operational,0,ok,operational,2018,4,3,9,35,2018-04-03 09:35:00
3209,109 Rue du 8 mai 1945,4,4,0,0,0,nonexistent,Nanterre,nanterre-8mai1945-109,STATION,"48.8926309, 2.2063258",92000,Nanterre/8 mai 1945/109,operational,2,ok,nonexistent,2018,4,3,17,18,2018-04-03 17:18:00
3210,11 rue Gerbert,1,1,0,0,1,operational,Paris,paris-gerbert-11,STATION,"48.8395783, 2.2986453",75015,Paris/Gerbert/11,operational,3,ok,nonexistent,2018,4,2,16,40,2018-04-02 16:40:00
3211,59 avenue Marceau,3,3,0,0,0,operational,Paris,paris-marceau-59,STATION,"48.8698929, 2.2976445",75016,Paris/Marceau/59,operational,0,ok,nonexistent,2018,4,6,10,0,2018-04-06 10:00:00
3212,3 Rue des Halles,0,0,0,0,0,nonexistent,Paris,paris-halles-3,SPACE,"48.8589371, 2.347433",75001,Paris/Halles/3,broken,0,ok,operational,2018,4,5,14,14,2018-04-05 14:14:00
3213,33 Avenue Sully Prudhomme,1,1,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-sullyprudomme-33,STATION,"48.76587, 2.290613",92290,ChÃ¢tenay-Malabry/Sully Prudhomme/33,operational,5,ok,nonexistent,2018,4,3,18,43,2018-04-03 18:43:00
3214,1 place Charles de Gaulle,3,3,1,1,0,nonexistent,Ville-d'Avray,villedavray-charlesdegaulle-1,SPACE,"48.826, 2.18935",92410,Ville-d'Avray/Charles de Gaulle/1,operational,0,ok,operational,2018,4,4,14,44,2018-04-04 14:44:00
3215,22 avenue Danielle Casanova,4,4,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,STATION,"48.8252176, 2.5124364",94500,Champigny-sur-Marne/Danielle Casanova/22,operational,2,ok,nonexistent,2018,4,9,4,10,2018-04-09 04:10:00
3216,23 Boulevard de Clichy,3,3,0,0,0,operational,Paris,paris-clichy-23,STATION,"48.8826, 2.3363",75009,Paris/Clichy/23,operational,2,ok,nonexistent,2018,4,3,12,21,2018-04-03 12:21:00
3217,90 boulevard National,5,5,0,1,0,nonexistent,La Garenne-Colombes,lagarennecolombes-national-90,STATION,"48.9086393, 2.2374151",92250,La Garenne-Colombes/National/90,operational,0,ok,nonexistent,2018,4,1,7,42,2018-04-01 07:42:00
3218,16 Rue Charles de Gaulle,6,6,0,0,0,nonexistent,Alfortville,alfortville-charlesdegaulle-16,STATION,"48.81456, 2.413135",94140,Alfortville/Charles de Gaulle/16,operational,0,ok,nonexistent,2018,4,4,3,30,2018-04-04 03:30:00
3219,19 rue Tronchet,0,0,0,0,2,operational,Paris,paris-tronchet-19,STATION,"48.87236, 2.326167",75008,Paris/Tronchet/19,operational,4,ok,nonexistent,2018,4,8,21,20,2018-04-08 21:20:00
3220,24 rue du ChÃ¢teau Landon,0,0,0,0,0,operational,Paris,paris-chateaulandon-24,STATION,"48.8814921, 2.3629571",75010,Paris/ChÃ¢teau Landon/24,operational,4,ok,nonexistent,2018,4,3,2,4,2018-04-03 02:04:00
3221,280 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,"48.76739, 2.255521",92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,broken,0,closed,nonexistent,2018,4,6,6,12,2018-04-06 06:12:00
3222,99 Boulevard Arago,1,1,2,0,0,nonexistent,Paris,paris-arago-99,STATION,"48.834286, 2.3338533",75014,Paris/Arago/99,operational,1,ok,nonexistent,2018,4,6,21,13,2018-04-06 21:13:00
3223,35 rue de Boucry,0,0,0,0,0,broken,Paris,paris-boucry-35,STATION,"48.895148, 2.3595823",75018,Paris/Boucry/35,broken,0,closed,nonexistent,2018,4,7,10,42,2018-04-07 10:42:00
3224,16 avenue GalilÃ©e,7,7,0,0,0,nonexistent,Le Plessis-Robinson,leplessisrobinson-galilee-16,STATION,"48.77758, 2.24625349",92350,Le Plessis-Robinson/GalilÃ©e/16,operational,0,ok,nonexistent,2018,4,5,9,22,2018-04-05 09:22:00
3225,26 villa Croix-Nivert,5,5,1,0,0,nonexistent,Paris,paris-cambronne-parking,PARKING,"48.84547, 2.30117",75015,Paris/Cambronne/Parking,operational,0,ok,nonexistent,2018,4,4,16,43,2018-04-04 16:43:00
3226,185 avenue du Maine,5,5,0,0,0,operational,Paris,paris-maine-185,STATION,"48.83072, 2.325855",75014,Paris/Maine/185,operational,0,ok,nonexistent,2018,4,7,5,20,2018-04-07 05:20:00
3227,3 Rue Dulcie September,5,5,0,0,0,nonexistent,Saint-Ouen,saintouen-dulcieseptember-3,STATION,"48.90573, 2.321015",93400,Saint-Ouen/Dulcie September/3,operational,1,ok,nonexistent,2018,4,8,7,49,2018-04-08 07:49:00
3228,36 Rue Ãtienne Marcel,0,0,0,0,1,operational,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,3,ok,nonexistent,2018,4,5,20,1,2018-04-05 20:01:00
3229,2 Avenue de Taillebourg,2,2,0,0,1,operational,Paris,paris-taillebourg-2,STATION,"48.84948, 2.397761",75011,Paris/Taillebourg/2,operational,3,ok,nonexistent,2018,4,1,3,31,2018-04-01 03:31:00
3230,40 rue du Poteau,4,4,0,1,0,nonexistent,Paris,paris-poteau-40,STATION,"48.8945152, 2.3412577",75018,Paris/Poteau/40,operational,0,ok,nonexistent,2018,4,7,5,21,2018-04-07 05:21:00
3231,60 rue Edouard Vaillant,5,5,0,0,0,nonexistent,Bagnolet,bagnolet-edouardvaillant-60,STATION,"48.85764, 2.415732",93170,Bagnolet/Edouard Vaillant/60,operational,1,ok,nonexistent,2018,4,5,7,11,2018-04-05 07:11:00
3232,5 rue des Ecoles,4,4,0,0,0,nonexistent,Nanterre,nanterre-ecoles-5,STATION,"48.886678, 2.220199",92000,Nanterre/Ecoles/5,operational,1,ok,nonexistent,2018,4,9,13,30,2018-04-09 13:30:00
3233,42 avenue de Friedland,1,1,0,0,0,nonexistent,Paris,paris-friedland-42,STATION,"48.8741642, 2.2976358",75008,Paris/Friedland/42,operational,1,ok,nonexistent,2018,4,9,21,29,2018-04-09 21:29:00
3234,15 rue du Commandant RenÃ© Mouchotte,0,0,0,0,0,nonexistent,Paris,paris-montparnassegaite-parking,PARKING,"48.83881, 2.32059",75014,Paris/Montparnasse GaÃ®tÃ©/Parking,broken,0,closed,nonexistent,2018,4,8,16,31,2018-04-08 16:31:00
3235,36 rue du Temple,0,0,0,0,0,nonexistent,Paris,paris-temple-36,STATION,"48.8596689, 2.3542653",75004,Paris/Temple/36,operational,0,ok,nonexistent,2018,4,8,20,6,2018-04-08 20:06:00
3236,2 Rue du Nouveau Bercy,4,4,0,0,0,nonexistent,Charenton-le-Pont,charentonlepont-nouveaubercy-2,STATION,"48.8232903, 2.3967025",94220,Charenton-le-Pont/Nouveau Bercy/2,operational,0,ok,nonexistent,2018,4,4,17,34,2018-04-04 17:34:00
3237,54 rue HÃ©ricart,0,0,2,1,0,nonexistent,Paris,paris-hericart-54,STATION,"48.8490157, 2.2874011",75015,Paris/HÃ©ricart/54,operational,0,ok,nonexistent,2018,4,4,8,4,2018-04-04 08:04:00
3238,12 rue Denfert Rochereau,0,0,0,0,0,nonexistent,CrÃ©teil,creteil-denfertrochereau-12,STATION,"48.7912032, 2.4504989",94000,CrÃ©teil/Denfert Rochereau/12,operational,5,ok,nonexistent,2018,4,9,14,9,2018-04-09 14:09:00
3239,6 avenue Foch,0,0,0,0,0,nonexistent,Paris,paris-etoilefoch-parking,PARKING,"48.87366, 2.29201",75016,Paris/Etoile Foch/Parking,broken,0,closed,nonexistent,2018,4,9,2,48,2018-04-09 02:48:00
3240,56 boulevard du MarÃ©chal Foch,1,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-marechalfoch-56,STATION,"48.7457426, 2.2691436",91370,VerriÃ¨res-le-Buisson/MarÃ©chal Foch/56,operational,6,ok,nonexistent,2018,4,4,4,36,2018-04-04 04:36:00
3241,2 avenue Parmentier,2,2,0,0,0,operational,Paris,paris-parmentier-2,SPACE,"48.8584385, 2.3800903",75011,Paris/Parmentier/2,operational,2,ok,operational,2018,4,6,2,21,2018-04-06 02:21:00
3242,9 Boulevard des Batignolles,0,0,0,1,0,nonexistent,Paris,paris-batignolles-9,STATION,"48.8830163, 2.325922",75008,Paris/Batignolles/9,operational,1,ok,nonexistent,2018,4,8,2,1,2018-04-08 02:01:00
3243,59 avenue Marceau,0,0,0,1,1,operational,Paris,paris-marceau-59,STATION,"48.8698929, 2.2976445",75016,Paris/Marceau/59,operational,4,ok,nonexistent,2018,4,9,21,37,2018-04-09 21:37:00
3244,120 cours de Vincennes,3,3,0,0,0,nonexistent,Paris,paris-vincennes-120,STATION,"48.846304, 2.410751",75012,Paris/Vincennes/120,operational,0,ok,nonexistent,2018,4,1,20,23,2018-04-01 20:23:00
3245,1 rue Maryse BastiÃ©,5,5,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,"48.9592819, 2.4956263",93600,Aulnay-sous-bois/Maryse BastiÃ©/1,operational,2,ok,nonexistent,2018,4,1,10,41,2018-04-01 10:41:00
3246,1 place du 11 Novembre 1918,0,0,0,0,0,nonexistent,Clichy-sous-Bois,clichysousbois-11novembre1918-1,SPACE,"48.91034, 2.5465",93390,Clichy-sous-Bois/11 Novembre 1918/1,broken,0,closed,broken,2018,4,6,19,16,2018-04-06 19:16:00
3247,33 Rue de la Tuilerie,1,1,0,0,0,nonexistent,Suresnes,suresnes-tuilerie-33,STATION,"48.8618708, 2.2133061",92150,Suresnes/Tuilerie/33,operational,3,ok,nonexistent,2018,4,4,18,20,2018-04-04 18:20:00
