,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Geo point,Postal code,Public name,Rental status,Slots,Status,Subscription status,year,month,day,hour,minute,new_datetime
0,2 Avenue de Suffren,0,0,0,0,0,nonexistent,Paris,paris-suffren-2,STATION,"48.857, 2.2917",75015,Paris/Suffren/2,operational,2,ok,nonexistent,2018,4,8,11,43,2018-04-08 11:43:00
1,145 Rue Raymond Losserand,6,6,0,0,0,operational,Paris,paris-raymondlosserand-145,STATION,"48.83126, 2.313088",75014,Paris/Raymond Losserand/145,operational,0,ok,nonexistent,2018,4,6,7,24,2018-04-06 07:24:00
2,2 Avenue John Fitzgerald Kennedy,3,3,0,2,0,operational,Le Bourget,lebourget-johnfitzgeraldkennedy-2,STATION,"48.938103, 2.4286035",93350,Le Bourget/John Fitzgerald Kennedy/2,operational,1,ok,nonexistent,2018,4,3,20,14,2018-04-03 20:14:00
3,51 Rue EugÃ¨ne OudinÃ©,3,3,1,0,1,operational,Paris,paris-eugeneoudine-51,STATION,"48.8250327, 2.3725162",75013,Paris/EugÃ¨ne OudinÃ©/51,operational,2,ok,nonexistent,2018,4,4,4,37,2018-04-04 04:37:00
4,6 avenue de la Porte de Champerret,3,3,0,0,0,nonexistent,Paris,paris-portedechamperret-6,PARKING,"48.8862632, 2.2874511",75017,Paris/Porte de Champerret/6,operational,3,ok,nonexistent,2018,4,8,17,23,2018-04-08 17:23:00
5,8 Boulevard Voltaire,0,0,0,0,0,nonexistent,Paris,paris-voltaire-8,STATION,"48.8657658, 2.3664376",75011,Paris/Voltaire/8,operational,4,ok,nonexistent,2018,4,6,7,2,2018-04-06 07:02:00
6,37 rue Leblanc,0,0,0,0,0,nonexistent,Paris,paris-citroencevennes-parking,PARKING,"48.83874, 2.27641",75015,Paris/CitroÃ«n CÃ©vennes/Parking,broken,0,closed,nonexistent,2018,4,8,18,20,2018-04-08 18:20:00
7,17 Rue des Luaps ProlongÃ©e,3,3,1,0,0,nonexistent,Nanterre,nanterre-luaps-17,STATION,"48.88069, 2.21063",92000,Nanterre/Luaps/17,operational,0,ok,nonexistent,2018,4,4,22,13,2018-04-04 22:13:00
8,34 avenue Jean Moulin,1,1,0,0,0,nonexistent,Paris,paris-jeanmoulin-34,STATION,"48.8266807, 2.3237355",75014,Paris/Jean Moulin/34,operational,4,ok,nonexistent,2018,4,2,22,58,2018-04-02 22:58:00
9,41 boulevard de Rochechouart,6,6,0,0,0,nonexistent,Paris,paris-anvers-parking,PARKING,"48.88267, 2.34405",75009,Paris/Anvers/Parking,operational,0,ok,nonexistent,2018,4,4,15,2,2018-04-04 15:02:00
10,14 rue Censier,0,0,0,0,2,operational,Paris,paris-censier-14,STATION,"48.8411067, 2.3544235",75005,Paris/Censier/14,operational,6,ok,nonexistent,2018,4,1,4,39,2018-04-01 04:39:00
11,12 Rue Francis de PressensÃ©,1,1,0,0,0,nonexistent,Puteaux,puteaux-francisdepressense-12,STATION,"48.8761876, 2.2361346",92800,Puteaux/Francis de PressensÃ©/12,operational,4,ok,nonexistent,2018,4,6,9,20,2018-04-06 09:20:00
12,6 avenue de la Porte de Champerret,5,5,1,0,0,nonexistent,Paris,paris-portedechamperret-6,PARKING,"48.8862632, 2.2874511",75017,Paris/Porte de Champerret/6,operational,0,ok,nonexistent,2018,4,5,12,22,2018-04-05 12:22:00
13,34 avenue Jean Moulin,0,0,0,0,0,nonexistent,Paris,paris-jeanmoulin-34,STATION,"48.8266807, 2.3237355",75014,Paris/Jean Moulin/34,operational,0,ok,nonexistent,2018,4,8,21,54,2018-04-08 21:54:00
14,8 Boulevard Richard Lenoir,0,0,0,0,1,operational,Paris,paris-richardlenoir-8,STATION,"48.8545026, 2.370183",75011,Paris/Richard Lenoir/8,operational,4,ok,nonexistent,2018,4,6,8,0,2018-04-06 08:00:00
15,3 rue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-jeanjaures-3,SPACE,"48.7906824, 2.28727",92260,Fontenay-aux-Roses/Jean JaurÃ¨s/3,operational,4,ok,operational,2018,4,2,0,21,2018-04-02 00:21:00
16,2 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Le Chesnay,lechesnay-leclerc-2,STATION,"48.81562, 2.129228",78150,Le Chesnay/Leclerc/2,operational,1,ok,nonexistent,2018,4,3,19,0,2018-04-03 19:00:00
17,182 Boulevard Voltaire,6,6,0,0,0,operational,Paris,paris-voltaire-182,STATION,"48.8548, 2.385047",75011,Paris/Voltaire/182,operational,0,ok,nonexistent,2018,4,9,12,14,2018-04-09 12:14:00
18,26 villa Croix-Nivert,5,5,0,0,0,nonexistent,Paris,paris-cambronne-parking,PARKING,"48.84547, 2.30117",75015,Paris/Cambronne/Parking,operational,0,ok,nonexistent,2018,4,9,20,58,2018-04-09 20:58:00
19,11 avenue RenÃ© Coty,4,4,0,2,0,operational,Paris,paris-renecoty-11,STATION,"48.8308657, 2.3339608",75014,Paris/RenÃ© Coty/11,operational,0,ok,nonexistent,2018,4,9,21,31,2018-04-09 21:31:00
20,2 Place de Catalogne,3,3,0,0,0,operational,Paris,paris-catalogne-2,SPACE,"48.8367951, 2.3186569",75014,Paris/Catalogne/2,operational,0,ok,operational,2018,4,5,6,16,2018-04-05 06:16:00
21,37 avenue Georges Pompidou,2,2,1,0,0,nonexistent,Suresnes,suresnes-georgespompidou-37,STATION,"48.8755464, 2.2319905",92150,Suresnes/Georges Pompidou/37,operational,3,ok,nonexistent,2018,4,7,7,32,2018-04-07 07:32:00
22,5 rue Vauban,5,5,0,0,0,nonexistent,Versailles,versailles-vauban-5,STATION,"48.79979, 2.153535",78000,Versailles/Vauban/5,operational,1,ok,nonexistent,2018,4,5,3,6,2018-04-05 03:06:00
23,2 Rue du GÃ©nÃ©ral Malleret Joinville,2,2,0,0,0,nonexistent,Malakoff,malakoff-generalmalleretjoinville-2,STATION,"48.8118151, 2.2811943",92240,Malakoff/Malleret Joinville/2,operational,4,ok,nonexistent,2018,4,1,4,11,2018-04-01 04:11:00
24,15 avenue Ãmile Deschanel,2,2,0,0,1,operational,Paris,paris-emiledeschanel-15,STATION,"48.8556902, 2.3022442",75007,Paris/Ãmile Deschanel/15,operational,2,ok,nonexistent,2018,4,4,23,27,2018-04-04 23:27:00
25,182 Boulevard Voltaire,0,0,0,0,2,operational,Paris,paris-voltaire-182,STATION,"48.8548, 2.385047",75011,Paris/Voltaire/182,operational,5,ok,nonexistent,2018,4,5,21,6,2018-04-05 21:06:00
26,203 Rue du Faubourg-Saint-Martin,2,2,0,1,0,operational,Paris,paris-faubourgsaintmartin-203,STATION,"48.8801069, 2.3635391",75010,Paris/Faubourg-Saint-Martin/203,operational,2,ok,nonexistent,2018,4,3,9,40,2018-04-03 09:40:00
27,16 rue Guynemer,1,1,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-guynemer-16,STATION,"48.83073, 2.278246",92130,Issy-les-Moulineaux/Guynemer/16,operational,3,ok,nonexistent,2018,4,6,19,53,2018-04-06 19:53:00
28,8 rue Danton,0,0,0,0,2,operational,Paris,paris-danton-8,STATION,"48.85262, 2.342107",75006,Paris/Danton/8,operational,6,ok,nonexistent,2018,4,2,23,28,2018-04-02 23:28:00
29,35 rue de Boucry,0,0,0,0,0,broken,Paris,paris-boucry-35,STATION,"48.895148, 2.3595823",75018,Paris/Boucry/35,broken,0,closed,nonexistent,2018,4,8,2,29,2018-04-08 02:29:00
30,24 rue du Pont Louis-Philippe,0,0,0,0,2,operational,Paris,paris-pontlouisphilippe-24,STATION,"48.8557269, 2.3562973",75004,Paris/Pont Louis-Philippe/24,operational,5,ok,nonexistent,2018,4,9,21,7,2018-04-09 21:07:00
31,21 rue Miollis,4,4,0,0,1,operational,Paris,paris-miollis-21,STATION,"48.8458068, 2.3038076",75015,Paris/Miollis/21,operational,2,ok,nonexistent,2018,4,3,1,22,2018-04-03 01:22:00
32,14 rue Sorbier,1,1,0,0,2,operational,Paris,paris-sorbier-14,STATION,"48.867322, 2.3906964",75020,Paris/Sorbier/14,operational,2,ok,nonexistent,2018,4,8,17,23,2018-04-08 17:23:00
33,6 rue de Londres,3,3,0,0,0,nonexistent,Paris,paris-londres-6,STATION,"48.8768536, 2.3302084",75009,Paris/Londres/6,operational,0,ok,nonexistent,2018,4,9,10,28,2018-04-09 10:28:00
34,38 ter rue du Mont ValÃ©rien,3,3,0,0,0,operational,Saint-Cloud,saintcloud-montvalerien-38,STATION,"48.8569103, 2.2152544",92210,Saint-Cloud/Mont ValÃ©rien/38,operational,2,ok,nonexistent,2018,4,3,16,22,2018-04-03 16:22:00
35,123 Grande Rue,2,2,0,1,0,nonexistent,SÃ¨vres,sevres-granderue-123,STATION,"48.821593, 2.2050638",92310,SÃ¨vres/Grande Rue/123,operational,2,ok,nonexistent,2018,4,8,3,9,2018-04-08 03:09:00
36,5 rue des Ecoles,4,4,0,0,0,nonexistent,Nanterre,nanterre-ecoles-5,STATION,"48.886678, 2.220199",92000,Nanterre/Ecoles/5,operational,0,ok,nonexistent,2018,4,6,11,51,2018-04-06 11:51:00
37,5 rue FrÃ©dÃ©rick LemaÃ®tre,5,5,0,0,0,operational,Paris,paris-fredericklemaitre-5,STATION,"48.8736473, 2.3911798",75020,Paris/FrÃ©dÃ©rick LemaÃ®tre/5,operational,0,ok,nonexistent,2018,4,3,3,48,2018-04-03 03:48:00
38,77 rue Edouard Vaillant,3,3,0,0,0,nonexistent,Bezons,bezons-edouardvaillant-77,SPACE,"48.9264447, 2.2138164",95870,Bezons/Edouard Vaillant/77,operational,0,ok,broken,2018,4,1,23,36,2018-04-01 23:36:00
39,1 rue Jean Monnet,5,5,0,0,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,SPACE,"48.8383861, 2.4934423",94130,Nogent-sur-Marne/Jean Monnet/1,operational,0,ok,broken,2018,4,2,8,37,2018-04-02 08:37:00
40,70 Boulevard de Clichy,2,2,0,0,0,operational,Paris,paris-clichy-70,STATION,"48.8836276, 2.3339857",75018,Paris/Clichy/70,operational,1,ok,nonexistent,2018,4,3,16,24,2018-04-03 16:24:00
41,68 avenue Mozart,2,2,0,0,0,operational,Paris,paris-mozart-68,STATION,"48.8534164, 2.2685249",75016,Paris/Mozart/68,operational,1,ok,nonexistent,2018,4,1,21,17,2018-04-01 21:17:00
42,16 rue Claude Bernard,1,1,0,0,2,operational,Paris,paris-claudebernard-16,STATION,"48.8397733, 2.3476575",75005,Paris/Claude Bernard/16,operational,3,ok,nonexistent,2018,4,4,13,3,2018-04-04 13:03:00
43,18 Rue Gabriel FaurÃ©,3,3,0,0,0,nonexistent,CrÃ©teil,creteil-gabrielfaure-18,STATION,"48.7784312, 2.4623984",94000,CrÃ©teil/Gabriel FaurÃ©/18,operational,3,ok,nonexistent,2018,4,2,23,38,2018-04-02 23:38:00
44,27 boulevard Gallieni,4,4,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-gallieni-27,STATION,"48.8272976, 2.2678365",92130,Issy-les-Moulineaux/Gallieni/27,operational,2,ok,nonexistent,2018,4,4,11,54,2018-04-04 11:54:00
45,42 bis avenue Georges Mandel,5,5,0,0,0,operational,Paris,paris-georgesmandel-42,STATION,"48.8639536, 2.2806137",75016,Paris/Georges Mandel/42,operational,1,ok,nonexistent,2018,4,6,18,25,2018-04-06 18:25:00
46,81 avenue de la Grande ArmÃ©e,0,0,0,0,0,broken,Paris,paris-grandearmee-81,STATION,"48.87678, 2.284807",75016,Paris/Grande ArmÃ©e/81,broken,0,closed,nonexistent,2018,4,6,21,2,2018-04-06 21:02:00
47,2 avenue de l'Ãpi dâOr,6,6,0,0,0,nonexistent,Villejuif,villejuif-epidor-2,STATION,"48.78148, 2.354342",94800,Villejuif/Ãpi d'Or/2,operational,0,ok,nonexistent,2018,4,5,7,5,2018-04-05 07:05:00
48,14 rue Censier,2,2,0,0,1,operational,Paris,paris-censier-14,STATION,"48.8411067, 2.3544235",75005,Paris/Censier/14,operational,4,ok,nonexistent,2018,4,5,2,35,2018-04-05 02:35:00
49,59 avenue Reille,3,3,0,1,1,operational,Paris,paris-reille-59,STATION,"48.8236394, 2.3319004",75014,Paris/Reille/59,operational,2,ok,nonexistent,2018,4,7,9,6,2018-04-07 09:06:00
50,2 bis Place du 8 mai 1945,4,4,0,1,0,nonexistent,Rueil-Malmaison,rueilmalmaison-8mai1945-2,STATION,"48.8713591, 2.20283",92500,Rueil-Malmaison/8 mai 1945/2,operational,0,ok,nonexistent,2018,4,6,3,52,2018-04-06 03:52:00
51,41 rue de Tolbiac,3,3,0,0,1,operational,Paris,paris-tolbiac-41,STATION,"48.8279725, 2.3721949",75013,Paris/Tolbiac/41,operational,2,ok,nonexistent,2018,4,9,19,49,2018-04-09 19:49:00
52,2 Rue Fabre d'Ãglantine,2,2,0,0,1,operational,Paris,paris-fabredeglantine-2,STATION,"48.8455775, 2.3953738",75012,Paris/Fabre d'Ãglantine/2,operational,2,ok,nonexistent,2018,4,9,0,44,2018-04-09 00:44:00
53,29 Avenue Georges Pompidou,6,6,0,0,0,operational,Villeneuve-la-Garenne,villeneuvelagarenne-pompidou-29,STATION,"48.9418303, 2.3235384",92390,Villeneuve-la-Garenne/Pompidou/29,operational,0,ok,nonexistent,2018,4,1,11,56,2018-04-01 11:56:00
54,17 Place de la RÃ©publique,0,0,0,0,0,nonexistent,Paris,paris-republique-17,STATION,"48.8674504, 2.3630074",75003,Paris/RÃ©publique/17,operational,3,ok,nonexistent,2018,4,3,0,56,2018-04-03 00:56:00
55,145 Rue Raymond Losserand,4,4,0,0,1,operational,Paris,paris-raymondlosserand-145,STATION,"48.83126, 2.313088",75014,Paris/Raymond Losserand/145,operational,2,ok,nonexistent,2018,4,4,10,9,2018-04-04 10:09:00
56,11 rue de vincennes,6,6,0,0,0,nonexistent,Montreuil,montreuil-vincennes-11,STATION,"48.8567808, 2.4378954",93100,Montreuil/Vincennes/11,operational,0,ok,nonexistent,2018,4,7,21,11,2018-04-07 21:11:00
57,1 rue Velpeau,0,0,0,0,0,nonexistent,Paris,paris-sevresbabylone-parking,PARKING,"48.85159, 2.32496",75007,Paris/SÃ¨vres Babylone/Parking,operational,6,ok,nonexistent,2018,4,6,0,9,2018-04-06 00:09:00
58,229 Rue Raymond Losserand,5,5,0,0,0,operational,Paris,paris-raymondlosserand-229,STATION,"48.828, 2.306022",75014,Paris/Raymond Losserand/229,operational,1,ok,nonexistent,2018,4,8,8,22,2018-04-08 08:22:00
59,1 Boulevard Murat,0,0,0,0,1,operational,Paris,paris-murat-1,STATION,"48.84744, 2.258728",75016,Paris/Murat/1,operational,5,ok,nonexistent,2018,4,4,3,32,2018-04-04 03:32:00
60,137 rue de la Pompe,3,3,0,0,0,operational,Paris,paris-pompe-137,STATION,"48.867315, 2.280347",75016,Paris/Pompe/137,operational,0,ok,nonexistent,2018,4,3,21,17,2018-04-03 21:17:00
61,10 rue Guy Patin,3,3,0,0,0,operational,Paris,paris-guypatin-10,STATION,"48.88363, 2.351257",75010,Paris/Guy Patin/10,operational,0,ok,nonexistent,2018,4,5,15,54,2018-04-05 15:54:00
62,1 rue Jacques Duchesne,3,3,0,2,0,operational,Paris,paris-jacquesduchesne-1,STATION,"48.8989321, 2.3740363",75019,Paris/Jacques Duchesne/1,operational,0,ok,nonexistent,2018,4,8,10,55,2018-04-08 10:55:00
63,147 rue de Paris,3,3,0,0,0,nonexistent,Charenton-le-Pont,charentonlepont-paris-147,STATION,"48.82687, 2.405368",94220,Charenton-le-Pont/Paris/147,operational,0,ok,nonexistent,2018,4,2,14,38,2018-04-02 14:38:00
64,12 rue Henri Sainte-Claire DÃ©ville,4,4,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-henrisainteclairedeville-12,STATION,"48.8926928, 2.1725973",92500,Rueil-Malmaison/Henri Sainte-Claire DÃ©ville/12,operational,2,ok,nonexistent,2018,4,1,1,29,2018-04-01 01:29:00
65,4 rue Massenet,3,3,0,0,0,operational,Courbevoie,courbevoie-massenet-4,SPACE,"48.89618, 2.25603056",92400,Courbevoie/Massenet/4,operational,2,ok,broken,2018,4,6,15,59,2018-04-06 15:59:00
66,37 rue Sainte-Croix de la Bretonnerie,2,2,0,0,0,nonexistent,Paris,paris-saintecroixdelabretonnerie-37,STATION,"48.8585045, 2.3543751",75004,Paris/Sainte-Croix de la Bretonnerie/37,operational,0,ok,nonexistent,2018,4,3,11,11,2018-04-03 11:11:00
67,229 Rue Raymond Losserand,5,5,0,1,0,operational,Paris,paris-raymondlosserand-229,STATION,"48.828, 2.306022",75014,Paris/Raymond Losserand/229,operational,0,ok,nonexistent,2018,4,7,3,31,2018-04-07 03:31:00
68,6 avenue Foch,0,0,0,0,0,nonexistent,Paris,paris-etoilefoch-parking,PARKING,"48.87366, 2.29201",75016,Paris/Etoile Foch/Parking,broken,0,closed,nonexistent,2018,4,5,3,11,2018-04-05 03:11:00
69,33 Rue du Ranelagh,6,6,0,0,0,operational,Paris,paris-ranelagh-33,STATION,"48.8538134, 2.2768772",75016,Paris/Ranelagh/33,operational,0,ok,nonexistent,2018,4,2,20,40,2018-04-02 20:40:00
70,65 avenue Philippe Auguste,3,3,0,0,1,operational,Paris,paris-philippeauguste-65,STATION,"48.853661, 2.3923486",75011,Paris/Philippe Auguste/65,operational,1,ok,nonexistent,2018,4,2,18,59,2018-04-02 18:59:00
71,2 Rue Jean-Jacques Rousseau,5,5,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-jeanjacquesrousseau-2,STATION,"48.9125949, 2.2948209",92600,AsniÃ¨res-sur-Seine/Jean-Jacques Rousseau/2,operational,0,ok,nonexistent,2018,4,8,3,10,2018-04-08 03:10:00
72,55 avenue de SÃ©gur,3,3,1,0,1,operational,Paris,paris-segur-55,STATION,"48.8492973, 2.3077697",75007,Paris/SÃ©gur/55,operational,2,ok,nonexistent,2018,4,1,17,48,2018-04-01 17:48:00
73,81 Avenue Bosquet,0,0,0,0,2,operational,Paris,paris-bosquet-81,STATION,"48.8553541, 2.305473",75007,Paris/Bosquet/81,operational,3,ok,nonexistent,2018,4,8,8,2,2018-04-08 08:02:00
74,102 Boulevard Raymond PoincarÃ©,6,6,0,0,0,nonexistent,Garches,garches-raymondpoincare-102,STATION,"48.838861, 2.1725502",92380,Garches/Raymond PoincarÃ©/102,operational,0,ok,nonexistent,2018,4,1,6,13,2018-04-01 06:13:00
75,17 Avenue Victoria,1,1,0,0,0,operational,Paris,paris-victoria-17,STATION,"48.857882, 2.346828",75001,Paris/Victoria/17,operational,4,ok,nonexistent,2018,4,6,4,41,2018-04-06 04:41:00
76,2 Rue Marcelin Berthelot,1,1,0,0,0,nonexistent,Drancy,drancy-marcelinberthelot-2,STATION,"48.92155, 2.445802",93700,Drancy/Marcelin Berthelot/2,operational,2,ok,nonexistent,2018,4,4,13,27,2018-04-04 13:27:00
77,31 Boulevard Rochechouart,2,2,2,0,0,operational,Paris,paris-rochechouart-31,STATION,"48.8829733, 2.3454871",75009,Paris/Rochechouart/31,operational,1,ok,nonexistent,2018,4,4,2,59,2018-04-04 02:59:00
78,1 rue Jules LefÃ¨bvre,0,0,0,0,2,operational,Paris,paris-juleslefebvre-1,STATION,"48.8804478, 2.3283632",75009,Paris/Jules LefÃ¨bvre/1,operational,6,ok,nonexistent,2018,4,6,11,42,2018-04-06 11:42:00
79,24 boulevard Diderot,0,0,0,0,0,operational,Paris,paris-diderot-24,SPACE,"48.8458586, 2.3748769",75012,Paris/Diderot/24,operational,4,ok,operational,2018,4,2,3,38,2018-04-02 03:38:00
80,4 Rue Lobau,0,0,0,0,0,nonexistent,Paris,paris-lobau-parking,PARKING,"48.85608, 2.35342",75004,Paris/Lobau/Parking,broken,0,closed,broken,2018,4,8,14,3,2018-04-08 14:03:00
81,2 rue du Charolais,2,2,0,0,1,operational,Paris,paris-charolais-2,STATION,"48.839191, 2.3878529",75012,Paris/Charolais/2,operational,4,ok,nonexistent,2018,4,9,6,50,2018-04-09 06:50:00
82,41 avenue de Verdun,5,5,0,1,0,nonexistent,La Garenne-Colombes,lagarennecolombes-verdun-41,STATION,"48.90387, 2.230934",92250,La Garenne-Colombes/Verdun/41,operational,0,ok,nonexistent,2018,4,9,20,37,2018-04-09 20:37:00
83,34 avenue Jean Moulin,3,3,0,0,0,nonexistent,Paris,paris-jeanmoulin-34,STATION,"48.8266807, 2.3237355",75014,Paris/Jean Moulin/34,operational,2,ok,nonexistent,2018,4,7,5,22,2018-04-07 05:22:00
84,32 rue Robert Marchand,5,5,0,0,0,nonexistent,Fontenay-aux-Roses,fontenayauxroses-robertmarchand-32,STATION,"48.78798, 2.29074",92260,Fontenay-aux-Roses/Robert Marchand/32,operational,0,ok,nonexistent,2018,4,5,20,58,2018-04-05 20:58:00
85,41 Boulevard Bourdon,0,0,0,0,0,nonexistent,Paris,paris-bourdon-41,SPACE,"48.8524894, 2.3678127",75004,Paris/Bourdon/41,operational,4,ok,operational,2018,4,1,7,55,2018-04-01 07:55:00
86,1 Rue du Colonel Pierre Avia,0,0,0,0,2,operational,Paris,paris-colonelpierreavia-1,STATION,"48.8325995, 2.2788853",75015,Paris/Colonel Pierre Avia/1,operational,4,ok,nonexistent,2018,4,7,22,52,2018-04-07 22:52:00
87,17 Avenue Victoria,0,0,0,0,1,operational,Paris,paris-victoria-17,STATION,"48.857882, 2.346828",75001,Paris/Victoria/17,operational,5,ok,nonexistent,2018,4,8,6,8,2018-04-08 06:08:00
88,10 Rue Sadi Carnot,2,2,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,"48.9100165, 2.2897023",92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,operational,0,ok,nonexistent,2018,4,5,23,23,2018-04-05 23:23:00
89,171 Rue de la Convention,3,3,0,0,0,nonexistent,Paris,paris-convention-171,STATION,"48.8383125, 2.2943442",75015,Paris/Convention/171,operational,0,ok,nonexistent,2018,4,7,10,58,2018-04-07 10:58:00
90,4 Rue Lobau,0,0,0,0,0,nonexistent,Paris,paris-lobau-parking,PARKING,"48.85608, 2.35342",75004,Paris/Lobau/Parking,operational,4,ok,operational,2018,4,6,7,9,2018-04-06 07:09:00
91,17 boulevard Saint-Martin,0,0,0,0,0,nonexistent,Paris,paris-saintmartin-17,STATION,"48.8681421, 2.360276",75003,Paris/Saint-Martin/17,operational,2,ok,nonexistent,2018,4,8,11,48,2018-04-08 11:48:00
92,51 avenue Karl Marx,4,4,0,0,0,nonexistent,Villejuif,villejuif-karlmarx-51,STATION,"48.78447, 2.36088",94800,Villejuif/Karl Marx/51,operational,1,ok,nonexistent,2018,4,5,6,2,2018-04-05 06:02:00
93,137 Rue des PyrÃ©nÃ©es,2,2,0,0,1,operational,Paris,paris-pyrenees-137,SPACE,"48.85844, 2.402911",75020,Paris/PyrÃ©nÃ©es/137,operational,2,ok,operational,2018,4,6,7,17,2018-04-06 07:17:00
94,61 Boulevard Ãmile Zola,6,6,0,0,0,nonexistent,Nanterre,nanterre-emilezola-61,STATION,"48.89605, 2.214383",92000,Nanterre/Ãmile Zola/61,operational,0,ok,nonexistent,2018,4,5,5,7,2018-04-05 05:07:00
95,10 Rue du Ranelagh,1,1,0,0,0,nonexistent,Paris,paris-ranelagh-10,STATION,"48.8533737, 2.2794884",75016,Paris/Ranelagh/10,operational,5,ok,nonexistent,2018,4,7,6,55,2018-04-07 06:55:00
96,10 rue Guy Patin,3,3,0,0,2,operational,Paris,paris-guypatin-10,STATION,"48.88363, 2.351257",75010,Paris/Guy Patin/10,operational,3,ok,nonexistent,2018,4,2,7,31,2018-04-02 07:31:00
97,24 Avenue d'IÃ©na,0,0,0,0,0,nonexistent,Paris,paris-iena-24,STATION,"48.8653828, 2.2945784",75016,Paris/IÃ©na/24,operational,4,ok,nonexistent,2018,4,1,6,20,2018-04-01 06:20:00
98,56 Rue La Fayette,3,3,0,0,0,operational,Paris,paris-lafayette-56,STATION,"48.875464, 2.342083",75009,Paris/La Fayette/56,operational,1,ok,nonexistent,2018,4,6,12,19,2018-04-06 12:19:00
99,204 rue dâEstienne dâOrves,1,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-destiennedorves-204,STATION,"48.7409291, 2.2523628",91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,operational,6,ok,nonexistent,2018,4,6,13,40,2018-04-06 13:40:00
100,13 rue Malher,2,2,0,1,0,nonexistent,Paris,paris-malher-13,STATION,"48.85648, 2.361378",75004,Paris/Malher/13,operational,0,ok,nonexistent,2018,4,2,19,19,2018-04-02 19:19:00
101,1 rue Claude Terrasse,1,1,0,0,0,operational,Le Blanc-Mesnil,leblancmesnil-claudeterrasse-1,STATION,"48.9376981, 2.462453",93150,Le Blanc-Mesnil/Claude Terrasse/1,operational,5,ok,nonexistent,2018,4,3,3,48,2018-04-03 03:48:00
102,6 avenue Emile Zola,1,1,0,1,0,nonexistent,Paris,paris-emilezola-6,STATION,"48.846148, 2.278533",75015,Paris/Emile Zola/6,operational,2,ok,nonexistent,2018,4,5,18,58,2018-04-05 18:58:00
103,231 rue des PyrÃ©nÃ©es,2,2,0,0,0,nonexistent,Paris,paris-pyrenees-231,STATION,"48.8638511, 2.3991848",75020,Paris/PyrÃ©nÃ©es/231,operational,1,ok,nonexistent,2018,4,3,7,43,2018-04-03 07:43:00
104,116 rue RÃ©aumur,0,0,0,0,0,operational,Paris,paris-reaumur-116,STATION,"48.86781, 2.34525",75002,Paris/RÃ©aumur/116,operational,0,ok,nonexistent,2018,4,3,18,29,2018-04-03 18:29:00
105,11 rue Gerbert,5,5,0,0,0,operational,Paris,paris-gerbert-11,STATION,"48.8395783, 2.2986453",75015,Paris/Gerbert/11,operational,0,ok,nonexistent,2018,4,4,23,50,2018-04-04 23:50:00
106,126 rue de Colombes,1,1,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-colombes-126,STATION,"48.9047803, 2.2558349",92250,La Garenne-Colombes/Colombes/126,operational,6,ok,nonexistent,2018,4,1,9,58,2018-04-01 09:58:00
107,94 Rue Paul Vaillant Couturier,6,6,0,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,"48.8829721, 2.2040354",92000,Nanterre/Paul Vaillant Couturier/94,operational,0,ok,nonexistent,2018,4,4,7,23,2018-04-04 07:23:00
108,7 Rue Pruvot,0,0,0,0,0,nonexistent,Vanves,vanves-pruvot-7,STATION,"48.82249, 2.284264",92170,Vanves/Pruvot/7,broken,0,closed,nonexistent,2018,4,4,8,51,2018-04-04 08:51:00
109,33 Avenue Jules Quentin,3,3,2,1,0,nonexistent,Nanterre,nanterre-julesquentin-33,STATION,"48.8953323, 2.1910555",92000,Nanterre/Jules Quentin/33,operational,0,ok,nonexistent,2018,4,8,22,57,2018-04-08 22:57:00
110,2 Avenue John Fitzgerald Kennedy,3,3,0,0,1,operational,Le Bourget,lebourget-johnfitzgeraldkennedy-2,STATION,"48.938103, 2.4286035",93350,Le Bourget/John Fitzgerald Kennedy/2,operational,3,ok,nonexistent,2018,4,1,4,43,2018-04-01 04:43:00
111,182 Boulevard Voltaire,1,1,0,0,2,operational,Paris,paris-voltaire-182,STATION,"48.8548, 2.385047",75011,Paris/Voltaire/182,operational,4,ok,nonexistent,2018,4,6,12,13,2018-04-06 12:13:00
112,3 rue de Vaugirard,1,1,0,0,0,operational,Paris,paris-vaugirard-3,STATION,"48.84893, 2.340624",75006,Paris/Vaugirard/3,operational,2,ok,nonexistent,2018,4,3,20,34,2018-04-03 20:34:00
